codigo,descricao,unidade,peso_medio,estoque,preco
1208,GORGONZOLA PECA SAO VICENTE PC+-3KG,KG,3KG,,"56,97"
1887,GORGONZOLA PECA TIROLEZ PC+-3KG,KG,3KG,,"66,19"
1897,PROVOLONE ALTO ALEGRE PC+-5KG,KG,5KG,,"40,84"
598,PROVOLONE QUATA PC+-5KG,KG,5KG,,"47,16"
147,PROVOLONE TRES MARIAS PC+-1KG,KG,1KG,,"42,55"
148,PROVOLONE TRES MARIAS PC+-5KG,KG,5KG,,"42,55"
1271,QUEIJO BRIE SAO VICENTE PC+-1KG,KG,1KG,,"70,66"
4027,QUEIJO COALHO ESPETO QUATA (CX 20 PC 300G,PC,300G,,"18,53"
2187,QUEIJO COALHO PURANATA CX+-12KG/PC+-3KG,KG,3KG,,"50,33"
4309,QUEIJO COALHO QUATA 2PC/CX12KG,KG,,,"57,72"
1478,QUEIJO COALHO TIROLEZ CX12KG/PC2KG,KG,2KG,,"57,10"
1649,"QUEIJO COALHO YEMA PC+-2,5KG",KG,"2,5KG",,"47,97"
347,QUEIJO GOUDA BELLA ITALIA PC+-3KG,KG,3KG,,"58,12"
729,QUEIJO MINAS FRESCAL ITAMONTES CX15KG/PC+,KG,,,"32,05"
871,"QUEIJO PRATO COOPERNOVA PC+/-3,2KG",KG,"3,2KG",,"39,40"
279,QUEIJO PRATO DA VACA PC+-4KG,KG,4KG,,"40,26"
1777,"QUEIJO PRATO FATIADO SCHREIBER CX8XPCT2,2",KG,"2,2",,"39,82"
397,"QUEIJO PRATO TRES MARIAS CX19KG/PC+-3,7KG",KG,"3,7KG",,"40,26"
748,RICOTA ITAMONTES PC+-500GR,KG,500GR,,"17,48"
4479,"CHEDDAR BISNAGA [PURO] CATUPIRY CX6X1,01K",BS,"1,01KG",,"48,14"
1447,"CHEDDAR BISNAGA [PURO] POLENGHI CX4X1,5KG",BS,"1,5KG",,"61,35"
1429,"CHEDDAR BISNAGA [PURO] PURANATA CX6X1,2KG",BS,"1,2KG",,"43,48"
1832,"CHEDDAR BISNAGA [PURO] SCALA CX12X1,5KG",BS,"1,5KG",,"56,50"
1955,"CHEDDAR BISNAGA [PURO] TIROLEZ CX12X1,5KG",BS,"1,5KG",,"47,82"
2029,"CHEDDAR BISNAGA CORONATA CX10X1,5KG",BS,"1,5KG",,"31,01"
552,"CHEDDAR BISNAGA DALLORA CX8X1,8KG",BS,"1,8KG",,"30,42"
201,"CHEDDAR BISNAGA PURANATA CX8X1,2KG",BS,"1,2KG",,"12,93"
4296,"CHEDDAR CLUB DO MOLHO POLENGHI CX6X1,5KG",BS,"1,5KG",,"49,39"
1495,"CHEDDAR FATIADO POLENGHI CX8X2,27KG",KG,"2,27KG",,"41,67"
1776,"CHEDDAR FATIADO SCHREIBER CX8X2,27KG",KG,"2,27KG",,"40,42"
3019,"CHEDDAR MOLHO LACTEO VIGOR CX4X1,5KG",BS,"1,5KG",,"45,28"
1543,"CREAM CHEESE BALDE POLENGHI BD3,6KG",BD,"3,6KG",,"156,60"
4478,"CREAM CHEESE BISNAGA CATUPIRY CX6X1,2KG",BS,"1,2KG",,"44,40"
2924,CREAM CHEESE BISNAGA DANUBIO CX6X1KG,BS,1KG,,"33,44"
392,"CREAM CHEESE BISNAGA PHILADELPHIA CX4X1,5",BS,"1,5KG",,"70,67"
3430,CREAM CHEESE BISNAGA POLENGHI CX6X1KG,BS,1KG,,"39,58"
1073,"CREAM CHEESE BISNAGA SCALA CX8X1,2KG",BS,"1,2KG",,"41,46"
1961,"CREAM CHEESE BISNAGA SCALON CX15X1,02KG",BS,"1,02KG",,"29,27"
149,"REQUEIJAO BISNAGA [PURO] CATUPIRY CX12X1,",BS,,,"60,31"
155,"REQUEIJAO BISNAGA [PURO] PURANATA CX8X1,5",BS,"1,5KG",,"51,00"
1830,"REQUEIJAO BISNAGA [PURO] SCALA CX12X1,5KG",BS,"1,5KG",,"51,06"
1369,"REQUEIJAO BISNAGA [PURO] SCALON CX12X1,5K",BS,"1,5KG",,"46,20"
1967,"REQUEIJAO BISNAGA [PURO] TIROLEZ CX12X1,5",BS,"1,5KG",,"46,24"
4252,REQUEIJAO BISNAGA [PURO] TRES MARIAS CX10,BS,,,"41,95"
2128,"REQUEIJAO BISNAGA CORONATA CX10X1,5KG",BS,"1,5KG",,"22,34"
154,"REQUEIJAO BISNAGA PURANATA CX8X1,8KG",BS,"1,8KG",,"16,69"
442,"REQUEIJAO BISNAGA TOP MILK CX8X1,8KG",BS,"1,8KG",,"12,31"
1038,"REQUEIJAO BISNAGA VALE DO PARDO CX8X1,8KG",BS,"1,8KG",,"10,46"
1391,REQUEIJAO COPO LIGHT TIROLEZ CX24X200GR,PT,200GR,,"7,82"
4387,REQUEIJAO COPO TIROL CX24X180GR,PT,180GR,,"6,19"
1642,REQUEIJAO COPO TIROLEZ CX24X200GR,PT,200GR,,"7,65"
4095,REQUEIJAO POTE TIROLEZ CX12X400GR,PT,400GR,,"15,01"
1779,ACUCAR PREMIUM REFINADO SACHE UNIAO CX400,CX,,,"22,56"
4502,KETCHUP CLASSICO SACHET ELEFANTE CX144X7G,CX,7G,,"19,68"
4181,KETCHUP SACHE BOCCANEIRA CX140X7GR,CX,7GR,,"18,15"
3259,KETCHUP SACHE CEPERA CX154X7GR,CX,7GR,,"19,44"
4318,KETCHUP SACHE EKMA CX140X7GR,CX,7GR,,"13,48"
3483,KETCHUP SACHE HEINZ CX144X7GR,CX,7GR,,"27,43"
4183,MAIONESE SACHE BOCCANEIRA CX140X7GR,CX,7GR,,"28,75"
4320,MAIONESE SACHE EKMA CX140X7GR,CX,7GR,,"20,31"
3484,MAIONESE SACHE HEINZ CX144X7GR,CX,7GR,,"27,27"
1607,MOLHO DE PIMENTA SACHE EKMA CX174X3ML,CX,3ML,,"15,56"
4182,MOSTARDA SACHE BOCCANEIRA CX140X7GR,CX,7GR,,"18,15"
4263,MOSTARDA SACHE CEPERA CX154X7GR,CX,7GR,,"15,00"
4319,MOSTARDA SACHE EKMA CX140X7GR,CX,7GR,,"13,48"
4503,MOSTARDA SACHET ELEFANTE CX144X7GR,CX,7GR,,"20,61"
1834,SAL REFINADO SACHE CISNE CX1000X1GR,CX,1GR,,"36,91"
3860,SALSICHA CONG SADIA CX4X3KG,KG,3KG,,"12,87"
1907,BISTECA SUINA CONG FRIMESA CX17KG/PCT1KG/,KG,1KG,,"20,97"
3432,BISTECA SUINA CONG SERRANA CX10KG/PCT+-5K,KG,,,"19,77"
3391,COSTELA SERRADA SUINA CONG SERRANA CX+- 1,KG,,,"26,89"
3431,"LOMBO SUINO CONG SERRANA CX+-18,5KG/PC+-1",KG,,,"21,35"
1906,PANCETA [BARRIGA] CONG FRIMESA CX16KG/PC+,KG,,,"29,68"
3724,PERNIL SUINO S/OSSO CONG SERRANA CX+-20KG,KG,,,"18,68"
3392,TOUCINHO PICADO SUINO CONG SERRANA CX+-12,KG,,,"20,47"
2578,COSTELA SUINA SALGADA FRIMESA CX10KG,CX,10KG,,"290,00"
4146,PES RESF SUINOS SALGADO FRIMESA CX 10 KG,CX,10KG,,"119,18"
4267,AIPIM [MANDIOCA] CONG IQF SALVI CX20X1KG,PC,1KG,,"11,64"
3622,"ALHO INTEIRO CONG GRANO CX10XPCT1,1KG",PC,"1,1KG",,"23,67"
667,BROCOLIS CONG IQF BONDUELLE CX4X2KG,PC,2KG,,"31,13"
3559,BROCOLIS CONG IQF BUONOGEL CX5X2KG,PC,2KG,,"16,73"
805,BROCOLIS CONG IQF GRANO CX5X2KG,PC,2KG,,"28,14"
4268,"BROCOLIS CONG IQF SALVI CX9X1,1KG",PC,"1,1KG",,"8,10"
4266,"CEBOLA CUBETADA CONG SALVI CX12XPCT 1,5KG",PC,"1,5KG",,"15,45"
2810,"COUVE FLOR CONG IQF ATIGEL CX7XPCT1,5KG",PC,"1,5KG",,"16,06"
3652,ERVILHA CONG IQF BUONOGEL CX5X2KG,PC,2KG,,"24,95"
3735,"ESCAROLA CONG FATIADA ARRICO CX5X2,5KG",PC,"2,5KG",,"40,88"
2777,"MILHO CONG ATIGEL CX5X2,5KG",PC,"2,5KG",,"43,03"
3653,"SELETA JARDINEIRA CONG BUONOGEL CX4X2,5KG",PC,"2,5KG",,"25,40"
4265,"SELETA VEGETAIS [BR,CE,CO,VA,] CONG SALVI",PC,,,"27,86"
