codigo;descricao;unidade;peso_medio;estoque;preco
141002;CAFE EXTRA FORTE T/M PACOTE FDO 10X500G;CX;10 UN;21;34,09
1369;CAFE EXTRA FORTE T/M PCT 10X500G;CX;10 UN;21;29,14
1429;CAFE TRADICIONAL T/M ALMOFADA FDO10X500G;CX;10 UN;19;28,37
141001;CAFE TRADICIONAL T/M PACOTE FDO 10X500G;CX;10 UN;15;33,98
160133;FARINHA DE MAND CRUA FINA TP1 FD 20X1KG;CX;20 UN;1;5,38
16120;FARINHA DE MAND CRUA FINA T.1 FDO 20X50;CX;20 UN;84;2,74
16014;FARINHA DE MAND CRUA GROSSA T.1 FDO;CX;20 UN;106;2,74
1344;FARINHA DE MILHO AMARELA CXA 20X500G;CX;20 UN;29;6,70
160124;FARINHA DE ROSCA FDO 5X5KG;CX;5 UN;5;47,18
160860;FARINHA DE TRIGO FDO 10X1KG;CX;10 UN;29;5,16
1462;FARINHA DE TRIGO FDO 10X1KG;CX;10 UN;54;5,49
1228;FARINHA DE TRIGO FDO 10X1KG;CX;10 UN;71;4,83
16050;FARINHA DE TRIGO FDO 10X1KG;CX;10 UN;43;3,29
1464;FARINHA DE TRIGO FDO 5X5KG;CX;5 UN;10;23,09
16134;FARINHA DE TRIGO FDO 5X5KG;CX;5 UN;11;25,73
16768;FARINHA DE TRIGO PARA PASTEL PCT 5 X 5KG;CX;5 UN;10;24,96
1560;FARINHA DE TRIGO PARA PASTEL PCT 5 X 5KG;CX;5 UN;14;24,63
1465;FARINHA DE TRIGO PARA PIZZA FDO 5X5KG;CX;5 UN;22;20,89
16767;FARINHA DE TRIGO PARA PIZZA FDO 5X5KG;CX;5 UN;10;19,35
1230;FARINHA DE TRIGO PARA PIZZA PCT 5 X 5KG;CX;5 UN;35;21,99
16132;FAROFA TEMP COM BACON CXA 12X400GR;CX;12 UN;21;13,19
16107;FAROFA TEMP TRADICIONAL CXA 12 X 400GR;CX;12 UN;20;13,19
144461;FEIJAO CARIOCA TIPO 1 FDO 10X1KG;CX;10 UN;19;13,19
14461;FEIJAO PRETO TIPO 1 FDO 10X1KG;CX;10 UN;115;8,24
14207;FEIJAO PRETO TIPO 1 FDO 10X1KG;CX;10 KG;111;7,69
1206;FEIJAO PRETO TIPO 1 FDO 10X1KG;CX;10 UN;47;7,25
117127;FLOCAO DE MILHO 20X500GR;CX;20 UN;28;2,41
1346;FUBA MIMOSO FDO 30X500G;CX;30 UN;4;4,06
16606;MACARRAO ESPAG COM OVOS N8 FDO 30X500GR;CX;30 UN;70;4,61
1667;MACARRAO ESPAGUETE C OVOS N8 FDO 20X500G;CX;20 UN;58;3,51
1670;MACARRAO PARAFUSO COM OVOS FDO 20X500G;CX;20 UN;36;3,51
16605;MACARRAO PARAFUSO COM OVOS FDO 20X500GR;CX;20 UN;20;4,61
117039;MASSA GRANO DURO FUSILLI 12X500G;CX;12 UN;3;11,32
117042;MASSA GRANO DURO PENNE RIGATE 12X500G;CX;12 UN;8;11,32
117050;MASSA GRANO DURO RIGATONI 10X500G;CX;10 UN;2;11,32
117046;MASSA GRANO DURO SPAGHETTI Nº5 24X500G;CX;24 UN;8;10,00
117057;MASSA GRANO DURO SPAGHETTONI Nº7 24X500G;CX;24 UN;5;10,11
5605;PAO DE QJO 25G COQUETEL CONG PCT 10X1KG;CX;10 UN;111;14,07
1430;SAL GRANU GROSSO P/ CHURRAS FDO 10X1KG;CX;10 UN;165;2,63
117137;SAL GROSSO P/ CHURRAS FDO 10X1KG;CX;10 UN;30;3,73
117080;SAL REFINADO FINO FDO 10X1KG;CX;10 UN;17;3,62
15781;EXTRATO DE TOMATE LATA 6 X 4,08KG;CX;6 UN;32;82,82
1676;EXTRATO DE TOMATE SACHET CXA 12X1,02KG;CX;12 UN;129;9,12
15741;EXTRATO DE TOMATE TRAD SACHET CX 6X1,7KG;CX;6 UN;41;32,99
15218;EXTRATO DE TOMATE TRAD.SACHET CX 12X850;CX;12 UN;6;16,05
153649;EXTRATO DE TOMATE TRAD.TP CXA 12X1,04KG;CX;12 UN;105;19,79
132355;KETCHUP GRILL BOCCANEIRA 12X380G;CX;12 UN;9;12,09
132375;KETCHUP ORIGINAL BAG 6X1,1KG;CX;6 UN;3;18,69
1397;KETCHUP TRADICIONAL PET CXA 12X1,01KG;CX;12 UN;28;11,43
15019;KETCHUP TRADICIONAL PET 6X3KG;CX;6 UN;13;17,26
132376;MAIONESE CHURRASCO BAG 6X1,1KG;CX;6 UN;5;37,83
132365;MAIONESE GRILL BOCCANEIRA 12X370G;CX;12 UN;4;14,62
15010;MAIONESE TRADICIONAL BAG CXA 6 X 3KG;CX;6 UN;4;21,33
15348;MAIONESE TRADICIONAL BAG 6 X 2,8KG;CX;6 UN;41;40,36
15819;MAIONESE TRADICIONAL BAG 6 X 3KG;CX;6 UN;17;30,68
15705;MAIONESE TRADICIONAL BD 6 X 3KG;CX;6 UN;4;37,83
15699;MAIONESE TRADICIONAL BD 6 X 3KG;CX;6 UN;4;32,44
15555;MAIONESE TRADICIONAL SACHET 6 X 1,7KG;CX;6 UN;15;17,59
132367;MOLHO AMERICAN BURGER BOCCANEIRA 12X370G;CX;12 UN;3;15,83
123373;MOLHO AMERICAN BURGUER BAG CX 6X1,1KG;CX;6 UN;10;35,52
1395;MOLHO BARBECUE PET CXA 12X1,01KG;CX;12 UN;18;15,94
15003;MOLHO BARBECUE PET CXA 12X1,01KG;CX;12 UN;1;11,32
1515;MOLHO DE ALHO CXA 12X1,01L;CX;12 UN;7;14,84
15011;MOLHO DE PIMENTA PET 12 X 1,01L;CX;12 UN;4;8,24
1511;MOLHO DE PIMENTA VERMELHA CXA 12X1,01L;CX;12 UN;9;12,09
15618;MOLHO DE TOMATE PARA PIZZA SACHET6X1,7KG;CX;6 UN;68;12,75
15205;MOLHO DE TOMATE PIZZA MAMMADORO 6X1,7KG;CX;6 UN;26;17,81
15240;MOLHO DE TOMATE TRAD MAMMADORO CX6X1,7KG;CX;6 UN;126;16,49
15615;MOLHO DE TOMATE TRAD SACHET CXA 6X1,7KG;CX;6 UN;116;10,66
14074;MOLHO DE TOMATE TRAD SACHET 12 X 1,02KG;CX;12 UN;158;7,14
15735;MOLHO DE TOMATE TRAD SACHET 6 X 1,7KG;CX;6 UN;101;16,49
1252;MOLHO ESPECIAL P/SANDUICHES BILLY JACK;CX;6 UN;18;21,44
1512;MOLHO INGLES CXA 12X1,01L;CX;12 UN;16;8,79
11234;MOLHO PIMENTA VERDE 6 X 232GR;CX;6 UN;4;9,34
1517;MOLHO SHOYU CXA 12X1,01L;CX;12 UN;11;14,40
1507;MOLHO SHOYU CXA 24X150ML;CX;24 UN;3;4,83
1523;MOSTARDA AMARELA BIG CXA 4X3,3KG;CX;4 UN;7;31,34
132357;MOSTARDA AMARELA BOCCANEIRA 12X370G;CX;12 UN;10;10,55
1503;MOSTARDA AMARELA CXA 24X370G;CX;24 UN;1;9,89
1396;MOSTARDA AMARELA PET CXA 12X1,01KG;CX;12 UN;16;10,99
132372;MOSTARDA COM MEL BAG 6X1,1KG;CX;6 UN;10;37,83
15409;SACHET KETCHUP TRADICIONAL CXA 140X7G EKMA 1 CX 74 CX R$ 15,72 15351 SACHET KETCHUP TRADICIONAL CXA 154X7G CEPÊRA 1 CX 230 CX R$ 20,89 15635 SACHET KETCHUP TRADICIONAL CXA 176 X 7G;CX;1 UN;95;27,49
1299;SACHET KETCHUP TRADICIONAL CXA 182 X 7GR;CX;1 UN;24;24,19
153599;SACHET MAIONESE TRADICIONAL CXA140X7GR CEPÊRA 1 CX 63 CX R$ 23,64 153609 SACHET MOLHO BARBECUE CXA 154X7G;CX;1 UN;26;29,25
1553;SACHET MOLHO PIMENTA VERMELHA CXA174X3ML;CX;1 UN;30;20,23
15322;SACHET MOLHO SALADA FRENCH CXA 42X18GR EKMA 1 CX 23 CX R$ 22,65 154109 SACHET MOSTARDA AMARELA CXA 140X7G;CX;1 UN;49;13,52
15070;SACHET MOSTARDA AMARELA CXA 144X5G;CX;1 UN;18;27,49
15362;SACHET MOSTARDA AMARELA CXA 154X7G CEPÊRA 1 CX 49 CX R$ 19,24 7512 ATUM RALADO NATURAL CXA 24X170G;CX;24 UN;2;8,79
70002;ATUM RALADO OLEO LATA CXA 24 X 400GR;CX;24 UN;7;23,42
7319;ATUM SOLIDO OLEO CXA 24X170G;CX;24 UN;2;12,09
99019;AZEITONA PRETA FATIADA CONSERVA BD 1,8KG;CX;1 UN;20;75,45
9330;AZEITONA VERDE F. CONSERVA BD;CX;1 UN;51;63,68
9146;CHAMPIGNON FATIADO CONSERVA BD 2KG;CX;1 UN;17;49,93
9326;CHAMPIGNON FATIADO CONSERVA BD 2KG;CX;1 UN;80;65,11
91001;OVOS DE CODORNA CONSERVA PCT 1KG;CX;1 KG;229;34,64
9023;PALMI.DE PUPUNHA TOLETE INTEI.VD.6X1,8KG;CX;6 UN;12;95,69
90014;PALMITO DE PUPUNHA PICADO VIDRO 6X1,8KG;CX;6 UN;62;48,94
9024;PALMITO DE PUPUNHA RODELA VIDRO 6X 1,8KG;CX;6 UN;39;54,99
9191;PICKLES MISTO CONSERVA BD 1,8KG;CX;1 UN;17;30,46
9355;PIMENTA BIQUINHO CONSERVA BD 1,8KG;CX;1 UN;72;49,49
1289;PIMENTA BIQUINHO CONSERVA BD 2KG;CX;1 UN;127;53,45
9134;TOMATE PELADO INTEIRO LATA CXA 6X1,4KG;CX;6 UN;61;29,14
8021;ALHO FRITO FDO 20X500G;CX;20 UN;14;22,54
124088;ALHO INTEIRO CONG 15X800GR;CX;12 KG;847;14,62
8070;ALHO INTEIRO DESCASCADO CONG 10X1KG;CX;10 KG;190;14,51
8143;ALHO INTEIRO DESCASCADO CONG 10X1,02KG;CX;10,2 KG;181;14,29
810;ALHO TRITURADO BALDE CXA 4X3KG;CX;4 UN;110;28,59
8627;AMACIANTE CARNES CXA 10X1,01KG;CX;10,1 KG;95;22,43
85100;AMACIANTE CARNES CXA 10X1,01KG;CX;10,1 KG;3;5,49
16006;AMIDO MILHO CXA 10X1KG;CX;10 UN;19;13,52
80804;CALDO DE CARNE CXA 10X1,01KG;CX;10,1 KG;3;5,49
8288;CALDO DE CARNE CXA 10X1,05KG;CX;10,5 KG;17;10,55
85080;CALDO DE GALINHA CXA 10X1,01KG;CX;10,1 KG;16;5,49
8289;CALDO DE GALINHA CXA 10X1,05KG;CX;10,5 KG;21;10,55
8004;CREME DE CEBOLA CXA 10X1,01KG;CX;10,1 KG;4;8,24
1209;PO P/ PURE DE BATAT COMPLETO CX6X800G;CX;6 UN;59;43,22
8045;TEMPERO COLORIFICO PCT 10 X 1KG;CX;10 KG;14;28,59
8307;TEMPERO COLORIFICO PCT 4 X 3KG;CX;12 KG;2;28,59
9354;TEMPERO OREGANO SECO FDO 10X1KG;CX;10 UN;2;37,39
1707;FRUTA ABACAXI EM CUBOS CONG PC10X1,002KG;CX;10 KG;4;31,56
1706;FRUTA ACEROLA CONG CXA 10X1KG;CX;10 UN;4;20,89
1221;PO P/ REFRESCO DE LARAN/ACERO 10X1KG;CX;10 UN;4;12,31
17668;PO PARA REFRESCO DE ABACAXI CXA 10X1KG;CX;10 UN;13;10,99
17669;PO PARA REFRESCO DE CAJU CXA10X1KG;CX;10 UN;25;12,31
1409;PO PARA REFRESCO DE GOIABA CXA 10X1KG;CX;10 UN;2;12,31
17670;PO PARA REFRESCO DE LARANJA CXA10X1KG;CX;10 UN;28;12,31
17671;PO PARA REFRESCO DE LIMAO CXA 10X1KG;CX;10 UN;14;12,31
1408;PO PARA REFRESCO DE MANGA CXA 10X1KG;CX;10 UN;14;12,31
1220;PO PARA REFRESCO DE MARACUJA CXA 10X1KG;CX;10 UN;16;12,31
1219;PO PARA REFRESCO DE PESSEGO CXA 10X1KG;CX;10 UN;10;12,31
17676;PO PARA REFRESCO DE TANGERINA CXA 10X1KG;CX;10 UN;10;12,31
17678;PO PARA REFRESCO DE UVA CXA 10X1KG;CX;10 UN;14;12,31
17865;POLPA DE ABACAXI COM AMORA CONG 5X1KG;CX;5 KG;4;34,09
1722;POLPA DE ABACAXI COM HORTELA CONG 5X1KG;CX;5 KG;17;27,49
1701;POLPA DE ABACAXI NATURAL CONG 5X1KG;CX;5 KG;10;24,85
1704;POLPA DE ACEROLA CONG 5X1KG;CX;5 KG;52;21,77
1708;POLPA DE CAJU CONG PCT 5X1KG;CX;5 KG;18;20,56
1725;POLPA DE FRUTAS VERMELHAS CONG 5X1KG;CX;5 KG;5;31,89
1709;POLPA DE GOIABA CONG 5X1KG;CX;5 KG;43;18,69
17988;POLPA DE LIMÃO CONG 5X1KG;CX;5 KG;6;15,61
1712;POLPA DE MANGA CONG 5X1KG;CX;5 KG;9;16,60
17137;POLPA DE MARACUJA COM SEMENTE CONG 5X1KG;CX;5 UN;4;42,34
1715;POLPA DE MORANGO CONG 5X1KG;CX;5 KG;36;24,19
1718;POLPA DE UVA CONG 5X1KG;CX;1 KG;25;26,39
111861;ACHOCOLATADO PO SACHET CXA 4X2,01KG;CX;4 UN;4;45,86
1508;AROMA ARTIFICIAL BAUNILHA CXA 12X500ML;CX;12 UN;14;15,39
111208;BROWNIE CHOCOLATE S/NOZES CONG 30X80G;CX;30 UN;1;4,72
18206;BROWNIE DE CHOCOLATE COM NOZES 30X80G;CX;30 UN;13;5,05
18210;CHOCOLATE AVELA 85GR;CX;10 UN;2;21,20
1388;DOCE CHICLETE MORANGO CXA 12X18X14G;CX;216 UN;1;0,87
1391;DOCE TUBES DE MORANGO CITRICO CXA 12X12X;CX;144 UN;1;0,87
1384;DOCE TUBES GIGANTE DE MORANGO CITRICO;CX;144 UN;6;1,64
1679;DOCE TUBES TWISTER CITRICO DISPLAY 12X15;CX;12 UN;10;10,77
13720;DOCE TUBES TWISTER 12X80G;CX;12 UN;2;5,93
18151;LEITE DE COCO VIDRO 24 X 200ML;CX;24 UN;5;7,91
187879;PETIT GATEAU CACAU BELGA CONG 10X320G;CX;10 UN;11;20,89
189100;PETIT GATEAU CACAU BELGA CONG 24X100G;CX;24 UN;3;6,59
1886;PETIT GATEAU CACAU BELGA CONG 40X80G;CX;40 UN;13;6,15
18346;PETIT GATEAU CHOC 18X240G (4X60G) (VA);CX;18 UN;18;25,99
18445;PETIT GATEAU CHOCOLATE CONG 10X320G;CX;10 UN;2;20,78
18275;PETIT GATEAU CHOCOLATE CONG 24X100G;CX;24 UN;14;6,81
18183;PETIT GATEAU CHOCOLATE CONG 40X80G;CX;40 UN;18;6,15
18444;PETIT GATEAU CHOCOLATE SUPRE CONG 10X320;CX;10 UN;5;20,67
182109;PETIT GATEAU DOCE DE LEITE CONG 10X320G;CX;10 UN;10;21,55
18480;PETIT GATEAU DOCE DE LEITE CONG 24X100G;CX;24 UN;3;6,59
18300;PO PARA GELATINA ABACAXI CXA 10X1KG;CX;10 UN;16;20,78
18301;PO PARA GELATINA CEREJA CXA 10X1KG;CX;10 UN;11;20,78
18302;PO PARA GELATINA FRAMBOESA CXA 10X1KG;CX;10 UN;21;20,78
18458;PO PARA GELATINA LIMAO CXA 10X1KG;CX;10 UN;8;20,78
18457;PO PARA GELATINA MORANGO CXA 10X1KG;CX;10 UN;11;20,78
18305;PO PARA GELATINA PESSEGO CXA 10X1KG;CX;10 UN;11;20,78
18307;PO PARA GELATINA UVA CXA 10X1KG;CX;10 UN;12;20,78
18398;TORTA DE CHOCOLATE CONG CXA 18X100G;CX;18 UN;5;8,24
13382;TUBES UVA CITR 12X80G;CX;12 UN;37;6,26
1530;AGUA MINERAL COM GAS PET FDO 12X500ML;CX;12 UN;41;2,96
1537;AGUA MINERAL COM GAS PET FDO 6X1,5L;CX;6 UN;5;4,50
1532;AGUA MINERAL SEM GAS PET FDO 12X500ML;CX;12 UN;38;2,52
19113;CERVEJA AMSTEL LAGER LATA 12 X 269ML;CX;12 UN;225;3,51
194721;CERVEJA HEINEKEN PURO MALTE LT 8X269ML;CX;8 UN;2308;4,94
19932;CERVEJA HEINEKEN SLEEK LATA 12X 350ML;CX;12 UN;1560;6,53
19441;CERVEJA PILSEN BADEN BADEN LATA2X6X350ML;CX;12 UN;3;6,14
19478;CERVEJA PURO MALTE HEINEKEN 24X 330ML;CX;24 UN;130;8,07
1941;CHOPP PILSEN REFRIG GROWLER CXA 6X1,5L;CX;6 UN;47;15,39
1942;CHOPP STRAAT BIER IPA GROWLE 6X1,5L;CX;6 UN;51;17,59
1945;CHOPP STRAAT BIER RUBI RED ALE 6X1,5L;CX;6 UN;48;17,59
1943;CHOPP STRAAT PALE ALE GROWLE 6X 1,5L;CX;6 UN;19;17,59
19598;ESPUM SALTON CLASSIC MOSCATEL CX 6X750ML;CX;6 UN;9;24,96
19808;ESPUMANTE DEMI SEC CXA 6X750ML;CX;6 UN;3;69,18
19572;ESPUMANTE SALTON CLASSIC DEMI-SEC CXA 6X;CX;6 UN;7;24,96
1407;ESPUMANTE SALTON CLASSIC ROSE CXA 6X750M;CX;6 UN;10;24,96
19262;ESPUMANTE SALTON MOSCATEL CXA 6X750ML;CX;6 UN;14;37,39
192901;ESPUMANTE SIDRA MACA CXA 12X660ML;CX;12 UN;6;14,62
1478;REFRI. COCA COLA ZERO PET 12X600ML;CX;12 UN;14;7,47
1488;REFRI FANTA LARANJA LATA PCT 12X350 ML;CX;12 UN;4;4,50
1940;REFRIGERANTE CARMONA DE TUBAINA FDO 6X2L;CX;6 UN;305;5,71
19041;REFRIGERANTE CARMONA TUBAINA ZERO 6X2LT;CX;6 UN;226;5,71
1479;REFRIGERANTE COCA COLA LATA 12X350ML;CX;12 UN;24;5,27
1442;REFRIGERANTE COCA COLA PET 6X2L;CX;6 UN;37;13,85
1477;REFRIGERANTE COCA COLA PET 12X600ML;CX;12 UN;27;6,81
1476;REFRIGERANTE COCA COLA ZERO PCT 6X2L;CX;6 UN;23;13,85
1482;REFRIGERANTE COCA COLA ZERO PET 12X200ML;CX;12 UN;3;2,52
1480;REFRIGERANTE COCA COLA ZERO12X 350ML;CX;12 UN;6;5,16
1332;REFRIGERANTE DOLLY DE GUARANA FDO 6X2L;CX;6 UN;242;6,15
1333;REFRIGERANTE DOLLY DE LARANJA FDO 6X2L;CX;6 UN;125;6,15
1334;REFRIGERANTE DOLLY DE LIMAO FDO 6X2L;CX;6 UN;164;6,15
1496;REFRIGERANTE FANTA GUARANA PET 6X2L;CX;6 UN;10;10,11
1483;REFRIGERANTE FANTA LARANJA PET 6X2L;CX;6 UN;5;11,10
1492;REFRIGERANTE FANTA UVA LATA 6X350ML;CX;6 UN;3;4,50
19795;REFRIGERANTE FYS LIMAO LATA 12 X 350ML;CX;12 UN;3;5,08
1518;REFRIGERANTE SPRITE PET 6X2L;CX;6 UN;8;11,98
102746;STRAAT CHOPP DE VINHO GROWLER 1,5L;CX;6 UN;39;20,89
19151;VINH SALTON CHALISE TINTO SUAV CX6X750ML;CX;6 UN;52;11,87
19157;VINHO SALTON CHALISE BCO SUAVE CX6X750ML;CX;6 UN;6;13,96
19168;VINHO SALTON CHALISE BRANCO SECO CXA 6X7;CX;6 UN;3;13,96
