codigo;descricao;unidade;peso_medio;estoque;preco
25132;ACEM BOV CONG;CX;26 KG;30;37,17
200121;ACEM BOV RESF;CX;25 KG;156;37,17
25150;ACEM BOV RESF;CX;24 KG;26;33,98
99202;ACEM (SHORT RIB) BOV CONG;CX;12 KG;23;105,57
220008;ALCATRA COM MAMINHA BOV RESF;CX;24 KG;3;41,79
21010;ALCATRA COM MAMINHA BOV RESF;CX;23 KG;1;45,09
20332;ALCATRA COM MAMINHA BOV RESF;CX;22 KG;102;41,79
20430;ALCATRA COM MAMINHA BOV RESF;CX;24 KG;67;41,02
20002;ALCATRA COMPLETA GRILL BOV RESF;CX;24 KG;20;43,22
282020;ARANHA (RECORTE DE ALCATRA) BOV CONG;CX;23 KG;41;38,39
240014;ARANHA (RECORTE DE ALCATRA) BOV CONG;CX;26 KG;9;39,49
107902;ARANHA (RECORTE DE ALCATRA) BOV RESF;CX;24 KG;13;34,64
107120;ASSADO DE TIRAS GRILL BOV CONG;CX;10 KG;93;61,49
2126;BABY BEEF DA ALCATRA BOV RESF;CX;14 KG;70;58,19
22101;BANANINHA BOV RESF;CX;25 KG;8;39,49
20903;BIFE CHORIZO GRILL BOV RESF;CX;24 KG;2;53,88
21136;BIFE DE CHORIZO CONTRA FILÉ GRILL BOV;CX;11 KG;29;53,67
27006;BIFE DE CHORIZO GRILL NOV J BOV RESF;CX;25 KG;15;58,19
107144;BIFE DO VAZIO (PACU) BOV CONG;CX;24 KG;63;40,59
210401;BUCHO RUMEN BOV CONG;CX;24 KG;1;19,69
107268;CAPA DE COXAO MOLE BOV CONG;CX;20 KG;2;39,26
283;CAPA DE COXAO MOLE BOV RESF;CX;24 KG;137;35,74
250311;CAPA DE FILE BOV RESF;CX;23 KG;118;34,64
286;CAPA DE FILE BOV RESF;CX;25 KG;64;35,19
2302;CAPA DE FILE BOV RESF;CX;21 KG;31;37,29
22047;CAPA DE FILE BOV RESF;CX;23 KG;134;35,16
230100;CAPA DE FILE BOV RESF;CX;25 KG;5;36,18
25055;CARNE DE SANGRIA BOV CONG;CX;25 KG;3;26,29
107050;CARNE INDUSTRIAL BOV CONG;CX;25 KG;130;24,19
107022;CONTRA FILE COM NOIX BOV CONG;CX;24 KG;125;48,39
22117;CONTRA FILE COM NOIX BOV RESF;CX;30 KG;78;49,49
26285;CONTRA FILE COM NOIX BOV RESF;CX;25 KG;59;43,44
20403;CONTRA FILE COM NOIX BOV RESF;CX;22 KG;1;43,89
20008;CONTRA FILE COM NOIX BOV RESF;CX;23 KG;148;49,49
221019;CONTRA FILE GRILL BOV RESF;CX;22 KG;2;58,19
2218;CONTRA FILE MATURADO CONG;CX;15 KG;14;87,99
220701;CONTRA FILE PORCIONADO BOV RESF;CX;27 KG;60;47,08
20443;CONTRA FILE SEM NOIX BOV RESF;CX;22 KG;15;51,59
21503;CONTRA FILE SEM NOIX BOV RESF;CX;26 KG;369;49,38
20453;CONTRA FILE SEM NOIX BOV RESF;CX;21 KG;129;49,49
28005;CONTRA FILE SEM NOIX GRILL BOV RESF;CX;22 KG;37;54,99
26330;CONTRA FILE SEM NOIX GRILL BOV RESF;CX;24 KG;80;49,38
26592;CONTRA FILE SEM NOIX GRILL BOV RESF;CX;22 KG;57;54,99
107080;CORACAO BOV CONG;CX;24 KG;41;15,06
107180;CORACAO DA ALCATRA BOV CONG;CX;26 KG;44;44,98
20515;CORACAO DA ALCATRA BOV RESF;CX;22 KG;111;43,99
2088;COSTEL TRASEI EM TIRAS C/OSSO INTERF BOV;CX;24 KG;35;29,59
2371;COSTELA BOV MINGA BLACK ANGUS CONG;CX;19 KG;4;36,23
25225;COSTELA BOV DO TRASEIRO EM TIRAS CONG;CX;21 KG;17;26,39
230002;COSTELA BOV DO TRASEIRO EM TIRAS CONG;CX;25 KG;14;26,29
23301;COSTELA DO TRASEI MINGA C/OSSO BOV CONG;CX;24 KG;78;27,39
2506;COSTELA DO TRASEIRO EM TIRAS BOV CONG;CX;26 KG;114;27,39
28018;COSTELA JANELA GRILL BOV CONG;CX;22 KG;37;30,69
2822;COSTELA MINGA COM OSSO CONG;CX;23 KG;98;28,49
107776;COSTELA TRASEIRO JANELA C/OSSO BOV CONG;CX;18 KG;1;25,19
107351;COSTELA TRASEIRO TIRAS C/OSSO BOV CONG;CX;25 KG;38;25,84
107301;COXAO DURO BOV CONG;CX;27 KG;1;41,68
22012;COXAO DURO BOV RESF;CX;21 KG;117;41,79
107157;COXAO DURO BOV RESF;CX;29 KG;1;40,69
20450;COXAO DURO BOV RESF;CX;22 KG;193;40,65
2058;COXAO DURO BOV RESF;CX;24 KG;16;41,79
21060;COXAO DURO BOV RESF;CX;21 KG;119;40,69
220100;COXAO DURO GRILL BOV RESF;CX;19 KG;43;42,67
25501;COXAO MOLE BOV CONG;CX;23 KG;91;42,67
20220;COXAO MOLE BOV RESF;CX;24 KG;77;42,89
24000;COXAO MOLE BOV RESF;CX;28 KG;81;41,68
230500;COXAO MOLE GRILL BOV RESF;CX;27 KG;2;43,44
240038;CUPIM A BOV CONG;CX;24 KG;77;41,79
107002;CUPIM B BOV CONG;CX;21 KG;1;38,49
24039;CUPIM B BOV CONG;CX;23 KG;77;39,37
10704;CUPIM B BOV RESF;CX;25 KG;1;36,84
22470;CUPIM GRILL BOV CONG;CX;24 KG;1;47,18
28420;CUPIM GRILL 3,5/5KG BOV CONG;CX;22 KG;39;47,18
107018;FIGADO BOV CONG;CX;25 KG;89;13,74
107090;FIGADO BOV CONG;CX;25 KG;61;14,29
2250;FIGADO BOV CONG;CX;24 KG;56;16,39
2902;FILE COSTELA (BIFE ANCHO) PREMIUM RESF;CX;24 KG;177;48,94
270013;FILE DE COSTELA (BIFE ANCHO) BOV RESF;CX;23 KG;9;54,99
20005;FILE DE COSTELA BIFE ANCHO BOV RESF;CX;26 KG;54;49,38
2702;FILE DE COSTELA BIFE ANCHO NOVILHO JOVEM;CX;16 KG;41;54,99
20810;FILE DE COSTELA ENTRECOTE BOV RESF;CX;15 KG;25;52,68
21091;FILE MIGNON 3/4 SEM CORDAO BOV RESF;CX;21 KG;110;87,89
24523;FILE MIGNON 3/4 SEM CORDAO BOV RESF;CX;13 KG;4;85,79
202020;FILE MIGNON 3/4 SEM CORDAO BOV RESF;CX;25 KG;62;87,88
20373;FILE MIGNON 4/5 SEM CORDAO BOV CONG;CX;18 KG;1;98,89
25030;FILE MIGNON 4/5 SEM CORDAO BOV RESF;CX;28 KG;22;90,19
200400;FILE MIGNON 4/5 SEM CORDÃO BOV RESF;CX;14 KG;153;93,49
20420;FILE MIGNON 5 UP S/CORDAO BOV RESF;CX;13 KG;50;97,79
23460;FILE MIGNON 5 UP S/CORDAO BOV RESF;CX;15 KG;5;95,69
107024;FILE MIGNON 5 UP SEM CORDAO BOV CONG;CX;24 KG;14;98,99
107057;FRALDA BOV CONG;CX;25 KG;27;44,54
22004;FRALDA BOV RESF;CX;27 KG;56;41,75
21100;FRALDA BOV RESF;CX;23 KG;93;38,49
2818;FRALDA GRILL BOV RESF;CX;21 KG;81;41,79
208109;FRALDA GRILL BOV RESF;CX;26 KG;48;43,99
27945;FRALDA MAT BOV CONG;CX;12 KG;2;78,30
107010;FRALDINHA DIAFRAGMA BOV CONG;CX;25 KG;2;32,44
10702;FRALDINHA DIAFRAGMA BOV CONG;CX;24 KG;4;33,54
24102;FRALDINHA DO DIAFRAGMA BOV CONG;CX;26 KG;8;34,09
20340;FRALDINHA DO DIAFRAGMA BOV CONG;CX;26 KG;1;30,24
28191;GORDURA DE BOV CONG;CX;20 KG;19;10,89
10720;GORDURA DE BOV CONG;CX;15 KG;18;9,89
21110;LAGARTO BOV RESF;CX;24 KG;1;40,58
24055;LAGARTO BOV RESF;CX;27 KG;1;38,49
221008;LAGARTO BOV RESF;CX;26 KG;35;40,69
21302;LAGARTO BOV RESF;CX;19 KG;35;40,69
107314;LAGARTO BOV RESF;CX;26 KG;12;53,67
202320;LINGUICA COSTE ANGUS BOV CONG 24 X 300GR;CX;7,2 KG;69;46,09
20446;LINGUICA COSTELA BOV C/QJO COAL 18X420GR;CX;8 KG;23;60,39
202600;LINGUICA DE COSTELA BOV ANGUS APIMENTADA;CX;7 KG;15;46,09
27110;LOMBINHO DO DIAFRAGMA BOV CONG;CX;25 KG;1;33,98
23131;LOMBINHO DO DIAFRAGMA BOV CONG;CX;27 KG;28;35,09
107023;LOMBINHO DO DIAFRAGMA BOV CONG;CX;28 KG;1;33,98
10700;MAMINHA BOV CONG;CX;21 KG;54;42,89
107702;MAMINHA BOV CONG;CX;25 KG;19;51,14
2021;MAMINHA BOV RESF;CX;15 KG;36;40,47
221014;MAMINHA BOV RESF;CX;15 KG;37;46,09
2200;MAMINHA BOV RESF;CX;22 KG;1;43,89
22500;MAMINHA DA ALCATRA BOV RESF;CX;25 KG;25;43,99
232210;MAMINHA GRILL BOV RESF;CX;21 KG;39;51,15
107102;MIOLO DA ALCATRA (CORACAO) BOV CONG;CX;25 KG;1;53,67
2072;MIOLO DA ALCATRA (CORACAO) BOV CONG;CX;24 KG;1;52,26
21011;MIOLO DA ALCATRA (CORACAO) BOV RESF;CX;25 KG;84;43,99
107286;MOCOTO BOV CONG;CX;23 KG;14;13,74
22024;MUSCULO DO TRASEIRO BOV RESF;CX;22 KG;68;34,09
200122;PALETA SEM MUSCULO BOV RESF;CX;25 KG;27;37,94
107505;PATINHO BOV CONG;CX;25 KG;125;41,68
21460;PATINHO BOV RESF;CX;25 KG;113;41,79
20105;PATINHO BOV RESF;CX;27 KG;71;41,68
2578;PEITO BOV ANGUS (BRISKET) CONG;CX;24 KG;9;60,25
107563;PEITO BOV CONG;CX;23 KG;70;33,99
221063;PEITO BOV RESF;CX;23 KG;105;34,97
2170;PEITO BOV RESF;CX;21 KG;111;34,09
200123;PEITO BOV RESF;CX;21 KG;1;37,94
23899;PEITO (BRISKET) BOV CONG;CX;22 KG;4;53,39
107357;PEIXINHO VC MI ANGUS BOV CONG;CX;13 KG;8;54,89
24012;PICANHA A BOV RESF;CX;14 KG;60;69,29
2899;PICANHA A BOV RESF;CX;27 KG;64;66,99
21191;PICANHA B BOV RESF;CX;24 KG;56;54,99
21195;PICANHA FATIADA BOV RESF;CX;25 KG;40;46,09
221023;PICANHA FATIADA BOV RESF;CX;25 KG;35;44,87
22626;PICANHA GRILL BOV PRECOCE RESF;CX;14 KG;51;95,59
20090;PICANHA GRILL BOV RESF;CX;14 KG;54;107,69
2190;PICANHA GRILL BOV RESF;CX;23 KG;18;74,69
2798;PICANHA GRILL BOV RESF;CX;14 KG;173;70,29
220001;PICANHA GRILL 1,3KG UP BOV RESF;CX;12 KG;48;104,39
107365;PICANHA MATUR ANGUS BOV CONG UP + 1,4KG;CX;16 KG;3;170,39
107205;PICANHA PREMIUM BOV CONG;CX;23 KG;70;97,79
2608;PICANHA PREMIUM BOV RESF;CX;12 KG;81;98,99
2652;RAQUETE BOV CONG;CX;22 KG;6;108,99
2050;RAQUETE MAT RED CONG;CX;23 KG;5;105,59
26234;ROLHA DA ALCATRA RECORTE BOV RESF;CX;27 KG;17;37,17
108427;ASA DE FRANGO TEMPERADA CONG;CX;20 KG;15;12,09
1585;ASA FRANGO CONG PCT;CX;20 KG;87;13,08
17601;ASA FRANGO CONG PCT;CX;18 KG;13;13,19
1762;CARCAÇA DE FRANGO N10 CONG;CX;20 KG;1;14,39
123023;CARCAÇA DE FRANGO N10 CONG;CX;20 KG;62;12,86
11512;CARCAÇA DE FRANGO N2 CONG;CX;15 KG;77;12,64
10234;CARCAÇA DE FRANGO N5 CONG;CX;15 KG;61;12,64
1743;CARCACA DE FRANGO N7 CONG;CX;17 KG;9;11,54
123332;CARCAÇA DE FRANGO N7 CONG;CX;18 KG;37;12,86
12233;CARCACA DE FRANGO N9 CONG;CX;19 KG;56;13,08
129750;CESTA SUCESSO (AVE) SD C/ 2 KITS;CX;2 UN;12;122,46
100020;CORACAO DE FRANGO CONG PCT;CX;18 KG;1;28,04
1163;CORACAO DE FRANGO CONG PCT ALMOFADA;CX;18 KG;210;36,29
1710;COXA COM SOBRECOXA DE FGO CONG PCT ALMOF;CX;20 KG;48;8,68
15429;COXA COM SOBRECOXA DE FGO TEMP CONG;CX;20 KG;49;7,25
15259;COXA COM SOBRECOXA DE FRANGO CONG;CX;15 KG;118;8,13
105;COXA COM SOBRECOXA DE FRANGO CONG PCT;CX;20 KG;1;9,45
1587;COXA COM SOBRECOXA DE FRANGO CONG PCT;CX;20 KG;73;8,46
108872;COXA SOLTEIRA DE FRANGO CONG;CX;19,5 KG;12;7,80
10819;COXA SOLTEIRA DE FRANGO CONG PCT;CX;18 KG;105;7,80
1166;COXA SOLTEIRA DE FRANGO CONG PCT;CX;20 KG;88;7,80
166;COXA SOLTEIRA DE FRANGO CONG PCT;CX;20 KG;1;7,69
107;COXINHA DA ASA DE FRANGO CONG PCT;CX;20 KG;42;10,99
1807;COXINHA DA ASA FGO TEMP CONG PCT;CX;20 KG;58;14,07
1149;DORSO DE FRANGO INTERF CONG;CX;19 KG;43;4,94
1127;FIGADO DE FRANGO CONG PCT;CX;20 KG;11;3,29
1669;FIGADO DE FRANGO CONG PCT;CX;18 KG;108;3,51
12094;FILE COXA DE FGO C/PELE CONG PCT INDIV;CX;18 KG;1;16,23
7;FILE DE COXA DE FRANGO COM PELE CONG PCT;CX;20 KG;1;15,06
37;FILE DE COXA DE FRANGO COM PELE CONG PCT;CX;20 KG;88;13,63
12264;FILE DE COXA DE FRANGO SEM PELE CONG;CX;20 KG;44;17,59
6;FILE DE PEITO DE FRANGO CONG PCT;CX;20 KG;64;15,61
11929;FILE DE PEITO DE FRANGO S/SASSAMI CONG;CX;20 KG;17;15,94
12407;FILE DE PEITO DE FRGO C SASSAMI IND CONG;CX;20 KG;1;15,28
58;FILE DE PEITO S/S INT CONG;CX;18 KG;101;17,37
15430;FILE DE PEITO TEMP CONG;CX;20 KG;49;14,51
187;FILE PEITO FGO C/SASSAMI CONG PCT;CX;20 KG;44;15,61
148;FILE PEITO FGO S/ SASSAMI CONG PCT;CX;18 KG;1;16,05
120;FRANGO A PASSARINHO TEMPERADO CONG;CX;18 KG;4;9,67
1;FRANGO INTEIRO COM MIUDOS CONG;CX;20 KG;4;8,35
10003;FRANGO INTEIRO COM MIUDOS CONG;CX;18 KG;189;8,35
1675;FRANGO NATALINO CHESTER CONG;CX;18 KG;1;10,99
13919;GALETO 500/800G CONG PCT;CX;11 KG;67;18,25
16513;GALINHA LEVE COM MIUDOS CONG;CX;20 KG;4;8,24
11507;GALINHA PESADA COM MIUDOS CONG;CX;18 KG;1;8,35
1739;MOELA DE FRANGO CONG PCT;CX;20 KG;81;15,28
18228;MOELA DE FRANGO CONG PCT;CX;18 KG;21;15,28
191999;PE DE FRANGO CONG;CX;18 KG;1;5,53
1073;PEITO COM OSSO DE FRANGO CONG;CX;20 KG;29;10,55
10814;PESCOCO DE FRANGO SEM PELE CONG;CX;18 KG;42;4,83
10848;RECORTE DE FRANGO PEITO S/PELE S/OSSO CG;CX;20 KG;8;13,19
108002;RECORTE DE FRANGO PEITO S/PELE S/OSSO CG;CX;20 KG;68;12,09
108300;SAMBIQUIRA DE FRANGO CONG PCT;CX;18 KG;15;5,38
155;SASSAMI DE FRANGO CONG PCT;CX;20 KG;254;15,94
13725;SOBRECOXA DE FRANGO CONG PCT;CX;20 KG;47;10,55
13019;TULIPA DE FGO CONG INDIV PCT;CX;20 KG;28;26,28
108429;TULIPA DE FRANGO MEIO DA ASA TEMP CONG;CX;20 KG;50;20,89
35002;BARRIGA SUINA COM PELE CONG;CX;22 KG;141;20,34
109940;BARRIGA SUINA COM PELE CONG;CX;20 KG;1;20,78
331;BARRIGA SUINA CONG;CX;20 KG;193;24,96
109239;BARRIGA SUINA TEMP S/PELE CONG;CX;15 KG;35;20,56
3491;BISTECA SUINA INTERF CONG;CX;11 KG;216;16,49
32299;BISTECA SUINA 110/140G CONG;CX;5 KG;302;18,36
35007;CARRE SUINO COM OSSO CONG;CX;22 KG;172;14,62
32008;COPA LOMBO SOBREPALETA C/OSSO SUINO CONG;CX;21 KG;61;14,62
1437;COPA LOMBO SOBREPALETA SEM OSSO TEMPERAD;CX;15 KG;14;21,45
334;COPA LOMBO SOBREPALETA S/OSSO SUINO CONG;CX;23 KG;111;20,45
3409;COPA LOMBO(SOBREPALETA)C/OSSO SUINO CONG;CX;19 KG;56;18,19
22022;COSTELA SUINA DEFUMADA EM TIRAS;CX;10 KG;9;38,82
1561;COSTELA SUINA EM TIRAS CHUR C OSSO CONG;CX;17 KG;1;24,85
1372;COSTELA SUINA EM TIRAS COM OSSO CONG;CX;22 KG;9;19,68
31007;COSTELA SUINA INTEIRA CONG;CX;20 KG;26;22,76
35064;COSTELA SUINA INTEIRA INTERF C/OSSO CONG;CX;16 KG;158;21,55
3814;COSTELA SUINA INTEIRA NA BRASA CONG;CX;14 KG;12;30,65
36002;FILEZINHO SUINO CONG;CX;24 KG;51;19,57
35021;FILEZINHO SUINO CONG;CX;20 KG;2;19,68
3910;JOELHO SUINO TRASEIRO TEMPERADO CONG;CX;27 KG;15;19,86
35115;PALETA SUINA SEM OSSO CONG;CX;25 KG;88;15,28
31014;PALETA SUINA SEM PELE SEM OSSO CONG;CX;21 KG;42;18,25
303;PANCETA SUINA TEMPERADA CONG;CX;15 KG;179;19,79
3010;PERNIL SUINO S OSSO SEM PELE+-20KG CONG;CX;20 KG;53;18,14
35114;PERNIL SUINO SEM OSSO SEM PELE CONG;CX;27 KG;7;14,95
307;PERNIL SUINO S/OSSO S/PELE TENDER TEMP.;CX;15 KG;60;17,48
30037;PERNL SUIN S/OSSO TENDER TEMP INJET CONG;CX;20 KG;206;18,47
3531;PICANHA SUINA IN NATURA CONG;CX;25 KG;9;24,96
31016;PICANHA SUINA IN NATURA CONG;CX;12 KG;28;30,54
308;PICANHA SUINA TEMPERADA CONG;CX;15 KG;61;22,54
108224;PICANHA SUINA TEMPERADA CONG;CX;12 KG;88;22,98
3115;TOUCINHO SUINO COM PELE CONG;CX;21 KG;89;16,05
3549;TOUCINHO SUINO COM PELE PICADO CONG;CX;11 KG;4;19,68
30042;TOUCINHO SUINO C/PELE MANTA CONG;CX;24 KG;29;15,94
31011;TOUCINHO SUINO DO LOMBO C PELE CONG;CX;20 KG;64;19,46
3755;TOUCINHO SUINO DO LOMBO COM PELE CONG;CX;22 KG;1;18,13
2248;TOUCINHO SUINO PICADO CONG;CX;18 KG;93;17,48
401;CARNE SECA DIANTEIRO PCT 5KG;CX;30 KG;92;47,18
4650;CARNE SECA DIANTEIRO PCT 6 X 5KG;CX;30 KG;31;51,69
4605;CARNE SECA DO TRASEIRO 6 X 5KG;CX;30 KG;23;52,35
417;CARNE SECA TRASEIRO PCT 5KG;CX;30 KG;35;49,38
425;COSTELA SUINA DO LOMBO EM TIRAS SALGADA;CX;10 KG;163;30,68
4200;COSTELA SUINA SALGADA;CX;10 KG;132;30,68
3440;COSTELA SUINA SALGADA;CX;10 KG;110;29,58
4033;KIT FEIJOADA RESF 10 X 1KG;CX;10 KG;61;21,99
492;LINGUA SUINA SALGADA;CX;10 KG;53;13,96
435;LOMBO SUINO SALGADO;CX;20 KG;61;24,08
40062;ORELHA (COM MASCARA) SUINA SALGADA;CX;10 KG;81;13,19
410;ORELHA (COM MASCARA) SUINA SALGADA;CX;10 KG;73;10,55
416;PE SUINO SALGADO;CX;10 KG;22;13,08
4017;PE SUINO SALGADO;CX;10 KG;3;11,98
4072;PE SUINO SALGADO;CX;10 KG;96;13,19
120039;PE SUINO SALGADO PCT;CX;20 KG;108;12,31
476;PERNIL SUINO SALGADO;CX;10 KG;35;24,74
4018;RABO SUINO SALGADO;CX;10 KG;75;24,41
4329;RECORTE DE COSTELA SUINA SALGADA;CX;10 KG;180;13,08
6065;APRESUNTADO LANCHE (FIAMBRE) RESF;CX;16 KG;149;10,22
640;APRESUNTADO LARGO TIPO 1 RESF;CX;15 KG;5;14,51
6058;APRESUNTADO PREMIUM RESF;CX;16 KG;9;15,06
6175;APRESUNTADO TIPO 1 RESF;CX;7 KG;70;21,77
6319;BACON EM CUBOS DEFUMADO PCT 1KG;CX;10 KG;128;27,82
6121;BACON EM PEDAÇO DEF RESF;CX;8 KG;28;39,59
616;BACON EXTRA DE PALETA DEFUMADO;CX;16 KG;3;23,75
6060;BACON EXTRA DE PALETA DEFUMADO;CX;15 KG;8;25,18
6320;BACON EXTRA DE PALETA DEFUMADO;CX;16 KG;1;26,28
6431;BACON FATIADO BARRIGA RESF PCT 1KG;CX;12 KG;52;37,94
6850;BACON FATIADO DA PALETA DEFUMADO RESF PC;CX;20 KG;65;30,13
112464;BACON MANTA DEF;CX;20 KG;51;28,48
601;BACON MANTA DEFUMADO RESF;CX;18 KG;85;30,57
112495;BACON PEDACO RESF;CX;10 KG;63;41,13
60203;LINGUICA CALAB CURVA DEF RESF CXA 8X2KG;CX;16 KG;6;21,77
60210;LINGUICA CALAB DEFUM RETA RESF CXA 8X2KG;CX;16 KG;3;21,77
69687;LINGUICA CALAB RETA DEF RESF CXA 6X2,5KG;CX;15 KG;41;21,88
6530;LINGUICA CALABRESA COZ DEFUMADA PCT 400G;CX;12 KG;61;22,76
6169;LINGUICA CALABRESA CURVA DEF RESF PCT;CX;15 KG;189;21,22
68288;LINGUICA CALABRESA CURVA DEFUMADA RESF P;CX;15 KG;162;23,75
6741;LINGUICA CALABRESA CURVA RESF 6X2,5KG;CX;15 KG;156;22,98
6269;LINGUIÇA CALABRESA DEF RETA PCT 3X2,5KG;CX;7,5 KG;42;23,75
701;LINGUIÇA CALABRESA DEFUMADA PCT 5 X 5KG;CX;25 KG;48;24,85
6642;LINGUICA CALABRESA DEFUMADA RETA RESF;CX;10 KG;6;19,68
69711;LINGUICA CALABRESA DEFUMADA 4X4,5KG;CX;18 KG;50;22,65
112072;LINGUICA CALABRESA DOIS GOMOS DEF PCT;CX;5,4 KG;364;27,38
60142;LINGUICA CALABRESA RETA DEFUMADA 4X5KG;CX;20 KG;53;22,98
6650;LINGUICA CHURRASCO CONG PCT 5KG;CX;10 KG;173;12,97
6691;LINGUICA DE PERNIL SUINO FINA CONG PCT;CX;10 KG;5;25,29
69318;LINGUICA PAIO RESF CXA 6 X 2,5KG;CX;15 KG;11;25,51
6309;LINGUIÇA SUINA CONG CXA 3X5KG;CX;15 KG;66;17,59
6220;LINGUICA SUINA CONG PCT 5KG;CX;20 KG;7;16,82
60134;LINGUICA SUINA CONG PCT 5KG;CX;10 KG;178;17,92
112580;LINGUICA SUINA NANICA CX 15KG CONG;CX;15 KG;77;17,92
6018;LINGUICA TOSC API FINA RESF2X5KG;CX;10 KG;15;22,98
6324;LINGUICA TOSCANA APIMENTADA PCT 1KG;CX;10 KG;18;19,24
61325;LINGUICA TOSCANA APIMENTADA PCT 5KG CONG;CX;10 KG;9;18,58
69288;LINGUICA TOSCANA CHURRASCO CONG 4X5KG;CX;20 KG;79;18,25
